sentiment,content
happiness,hey had some fun with friends !!now cleaning
surprise,so yeah..i guess i dont get company this weekend  so who wants to come hang out?
worry,sorry that your tummy hurts deathbyhistory  i got a tattoo like half an hour ago!
worry, that plain sux. kinda like cheers goin off the air.
sadness,  so now im bored..untill i go out
worry, me
happiness, soo jelous of you right now
worry,soo bored it aint funny.
sadness,is dying my hair back to pink. i missed being a cupcake. and i miss my sherry and melanie
worry,i have a headache
worry,"thanks to the forever 21 curse that makes you spend 3 hours there everytime you go in, i couldnt go tanning today"
worry,you know when your fat when someone points it out.  ugh..what an aweful day.. i feel like breaking down.
worry,ugh im crying again  writing a rant about it on tumblr.
neutral, i really wish i could
worry, are not we though? lol he is at work now and i miss him  blah wut cha up to?
worry,"my friend ..has cancelled on me for tomorrow, now i have nothing to do..this makes me sad..  xx"
worry,sad.. daniel is leaving florida now.. just gave him a big hug
worry, so glad i did not say hi to last night.. i dont want the flu.. but sry if you really do have it
sadness, she was performing at the lifeball in vienna this year but unfortunately i did not get the chance to see her.
worry, i dont want you to go to india
worry,"going out to miranda shopping centre to spend time with the family, before going away for 2 weeks to malaysia. gonna miss them!"
neutral,"  nintendo is the cause, but no news when it is coming out"
sadness,at home sick
neutral,"i left a chocolate egg sitting in my office, and now it is calling my name.."
worry,finds the hardest thing about being a christian is to put god as first in his life.  i need help..
neutral,is sad yo hear about ashleycat
worry,i am sad that my kids were ungrateful today
neutral,sats  what the its just around the corner.
sadness, and sitting in traffic trying to escape campus is feeling just as hellish
sadness,my guinea pig died today
sadness,i got over the crush issue but now tomorrow my friend is going to india for the whole summer  im back to being sad.
sadness,i cried..
worry,feel dpressed
surprise,  when do you find out?
happiness, not on my tv !  im watching a that 70 is show marathon !
sadness, no.  i lost the link you sent when i had to pull my battery.
worry," she is mad coz she purposely let you step on her foot, n thought you would give her a kiss to compensate, but you did not"
sadness,my stomach hurts
sadness,is jay leno is last show tonight
surprise, i didnt win  but i will continue to try keep giving away those fabulous watches cant wait to win1
love,"just put all the original art for my comics into an album.  its really nice, except it shows how much i liked to cut corners to finish."
worry," yep, so i damn it."
worry, we are in the same boat.
neutral,  i thought you liked the name
sadness,sadd..  last night in fl.. going back to ar tomorrow
neutral,i totally do not know how ticketless travel works
sadness,"i am a sad panda, hulu does not have the elephant show  no skinnamarinkydinkydink sing alongs for me."
sadness,unfortunately these heffas decided to take an impromptu mall trip without telling me
sadness, miss you
sadness, hi there! got off comp. early last nite.  saw u were not feeling well..  hope u r better!!
neutral,  bring me food before you go please.
surprise,i cant believe i blew off that cute guy and his friend who were selling us concert tickets  fml
neutral," wish could, but riding a tour from chicago back to iowa."
worry,jus sittn here thinkin..wow yo my boy is really gone! smh yo! its bout to be 3 weeks on sunday!  r.i.p von
worry, lol rite! i am scared now  lol
sadness,literally laid in bed all day. major headache
neutral,going to bed in a bit. need to revise 2moro.
worry,"why did i get airbrushed nude, if soon as i put my dress on it messed it up a little..eerr"
neutral, u callin me grimmy
sadness,missing nathan and the bccg already. and my best friends that tried to visit me  heading back tomorrow afternoon.
surprise, is that teh part where hes liek feeling the girl. i feel soo soory for her
neutral,juicystar007 kicked me out of blogtv cuz i really wanted her to call me.
sadness,i miss nicc today.
neutral,no more brother for 2 weeks..
sadness,plus.. janessa hurt my feelings
worry, why?
sadness, bahah sadly i am not
worry,why must jay leno leave his own show
happiness," damn, i got all excited for nothing  hahaha"
happiness,tomorrow valeria is lunch!! going to get my hair done but im arraving late  got my cousins babtizm or whatever you spell it
happiness,you know funny thing about everyone packing for e3 is that i am packing to go to mexico.. not e3
worry,justin is so warm! it makes me worry when they have a high fever and i go to sleep.
surprise,"always i listen that song i start crying, it makes me remember moments with my friends at primary school"
sadness, my heart just broke a little .. and by a little i mean a lot
worry,  bif does not come down far enough south for me
neutral,"if we do not pack, she ca not leave, right?"
surprise,wow derek rose got a next student to do his sats.  so what now? he ca not play no more?
happiness,enjoy the laker game for me guys! since i will be at work
neutral, this is the worst
worry,"actually, i think i will be more upset if i lost my data for cake mania 3. i was pretty far into the game"
worry,wow i am soo hungover
sadness," hey.  i wo not be coming to town this weekend, because i do not have a day off until next friday."
sadness,misses home on the farm
neutral,i gots the sniffles
surprise,did not make it out to shop..  there is always tomorrow.
worry, i took my ring out..
worry, i am tryin not the be boring today . . . i just ca not seem to come up with thing to say
worry, what is wrong?
sadness,going to the dirt track races w aaron. having a really good hair day! wish i could wear makeup though
worry,stupid bipolar weather ruined my day off
worry,just got a shot on my arm. eww.
worry,i am so sorry drace  this sucks so bad
neutral,wants to game tonight with her friends
worry, i would be scratching ma head too
worry,did some real window shopping and i found so many things i want that just happen to be over a hundred dollars.
worry,it is raining and i am outside without an umbrella.
sadness,"trying out a new twitter client, ca not seem to get a new theme applied to destroytwitter"
neutral,"needs to write term paper by monday  busy tonight, busy tomorrow, busy sunday  shit. i need to fix my priorities."
sadness,its so windy and raining harder then the day before today  bye bye if the power gos out
worry,i still sound like a man!
sadness, i heart mela so so much cept last time i went they booked us in on the saturday instead of the friday and would not feed us
neutral, my friday made me miss high school
surprise, at the store! lol i do not have any liquour here
worry," you know i am so ashamed. i did not watch a single episode of the new gh season.  i kept falling asleep, so i gave up."
worry,so i just failed my second year of med school. i do not know what to do or say.
surprise,hi all!!  i have 2 daughters.. and my youngest turns 2 on monday.. where did the time go??  sniffle sniffle sob. sob.
worry, ugh im not a vip  im always vipp
worry,chillaxin at work..man i screwed up
love, dnt smile..im mad at u
worry,guys my phone is dying!!
worry,"but then again i think i am the only who pays attention to this type of thing, bout to hit this bush and pretend its purple.."
